Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Level,EnvironmentSatisfaction_Level,JobInvolvement_Level,JobSatisfaction_Level,PerformanceRating_Level,RelationshipSatisfaction_Level,WorkLifeBalance_Level,EmployeeID,RecordCreationDate,LastUpdatedDate,TenurePerCompany,IncomePerYearOfService
35,No,2,1214,1,1,3,3,1,105,2,1,30,2,1,6,3,2,2859,26278,1,0,0,18,3,1,80,0,6,3,3,6,4,0,4,Bachelor,Medium,Medium,High,Excellent,Low,Better,64756b00-6c1e-4bc3-ac13-2ea723461f0b,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,408.42857142857144
55,No,2,111,2,1,2,1,1,106,1,1,70,3,3,7,4,1,10239,18092,3,0,0,14,3,4,80,1,24,4,3,1,0,1,0,College,Low,High,Very High,Excellent,Very High,Better,09ea746c-4b0a-417b-81f7-beccc2c74827,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,5119.5
38,No,0,573,1,6,3,3,1,107,2,0,79,1,2,6,4,0,5329,15717,7,0,1,12,3,4,80,3,17,3,3,13,11,1,9,Bachelor,Medium,Low,Very High,Excellent,Very High,Better,5f58cb06-9f32-40e9-ac6d-6cf2f5da31d5,2025-04-23 17:27:03,2025-04-23 17:27:03,2.125,380.64285714285717
34,No,2,1153,1,1,2,3,1,110,1,1,94,3,2,4,2,1,4325,17736,1,0,0,15,3,3,80,0,5,2,3,5,2,1,3,College,Low,High,Medium,Excellent,High,Better,2b389e97-678a-48e1-967c-faa60c3e97f2,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,720.8333333333334
56,No,2,1400,1,7,3,1,1,112,4,1,49,1,3,4,4,2,7260,21698,4,0,0,11,3,1,80,0,37,3,2,6,4,0,2,Bachelor,Very High,Low,Very High,Excellent,Low,Good,0f888bef-2751-4621-a492-7cc11f3ba837,2025-04-23 17:27:03,2025-04-23 17:27:03,7.4,1037.142857142857
23,No,2,541,2,2,1,5,1,113,3,1,62,3,1,8,1,0,2322,9518,3,0,0,13,3,3,80,1,3,3,3,0,0,0,0,Below College,High,High,Low,Excellent,High,Better,a8b87064-a4ed-4e5e-bdbe-3c2bb2698ea5,2025-04-23 17:27:03,2025-04-23 17:27:03,0.75,2322.0
51,No,2,432,1,9,4,1,1,116,4,1,96,3,1,2,4,1,2075,18725,3,0,0,23,4,2,80,2,10,4,3,4,2,0,3,Master,Very High,High,Very High,Outstanding,Medium,Better,58c6bd91-7ab1-44d9-81e3-6e7b72c902f8,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,415.0
30,No,2,288,1,2,3,1,1,117,3,1,99,2,2,0,4,1,4152,15830,1,0,0,19,3,1,80,3,11,3,3,11,10,10,8,Bachelor,High,Medium,Very High,Excellent,Low,Better,217d6c06-c7ad-4ebd-9671-6d524f9fc565,2025-04-23 17:27:03,2025-04-23 17:27:03,5.5,346.0
46,Yes,2,669,2,9,2,3,1,118,3,1,64,2,3,7,4,2,9619,13596,1,0,0,16,3,4,80,0,9,3,3,9,8,4,7,College,High,Medium,Very High,Excellent,Very High,Better,5ad8e78f-a673-4606-b8bb-70a2b5686cfe,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,961.9
40,No,1,530,1,1,4,1,1,119,3,1,78,2,4,0,2,1,13503,14115,1,0,0,22,4,4,80,1,22,3,2,22,3,11,11,Master,High,Medium,Medium,Outstanding,Very High,Good,baf8b358-db97-4300-b1b3-93f5d8e41c50,2025-04-23 17:27:03,2025-04-23 17:27:03,11.0,587.0869565217391
51,No,2,632,2,21,4,2,1,120,3,1,71,3,2,7,4,2,5441,8423,0,0,1,22,4,4,80,0,11,2,1,10,7,1,0,Master,High,High,Very High,Outstanding,Very High,Bad,c7c0f81e-5b10-4ff8-9f0e-393abe5986b8,2025-04-23 17:27:03,2025-04-23 17:27:03,11.0,494.6363636363636
30,No,2,1334,2,4,2,3,1,121,3,0,63,2,2,7,2,0,5209,19760,1,0,1,12,3,2,80,3,11,4,2,11,8,2,7,College,High,Medium,Medium,Excellent,Medium,Good,2f7aac92-e6c1-4ace-aaee-f72aed9f6a42,2025-04-23 17:27:03,2025-04-23 17:27:03,5.5,434.0833333333333
46,No,1,638,1,1,3,3,1,124,3,1,40,2,3,0,1,1,10673,3142,2,0,1,13,3,3,80,1,21,5,2,10,9,9,5,Bachelor,High,Medium,Low,Excellent,High,Good,01946b66-a8e7-46c4-9ebc-d021617223d5,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,970.2727272727273
32,No,2,1093,2,6,4,3,1,125,2,1,87,3,2,7,3,2,5010,24301,1,0,0,16,3,1,80,0,12,0,3,11,8,5,7,Master,Medium,High,High,Excellent,Low,Better,83c083ab-4df8-40e2-928b-f46c03055397,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,417.5
54,No,2,1217,1,2,4,5,1,126,1,0,60,3,3,5,3,1,13549,24001,9,0,0,12,3,1,80,1,16,5,1,4,3,0,3,Master,Low,High,High,Excellent,Low,Bad,e142cf78-5403-4580-9e3d-c4d502563e8b,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,2709.8
24,No,2,1353,2,3,2,4,1,128,1,0,33,3,2,7,3,1,4999,17519,0,0,0,21,4,1,80,1,4,2,2,3,2,0,2,College,Low,High,High,Outstanding,Low,Good,d9a5df3d-42c5-4455-a62f-d2e63fdf18cd,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1249.75
28,No,0,120,2,4,3,3,1,129,2,1,43,3,2,7,3,1,4221,8863,1,0,0,15,3,2,80,0,5,3,4,5,4,0,4,Bachelor,Medium,High,High,Excellent,Medium,Best,03901792-c990-4374-b9f0-5bb97257cc5e,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,703.5
58,No,2,682,2,10,4,3,1,131,4,1,37,3,4,7,3,2,13872,24409,0,0,0,13,3,3,80,0,38,1,2,37,10,1,8,Master,Very High,High,High,Excellent,High,Good,7d6a831f-48d0-478f-a2dd-8a554526dc4b,2025-04-23 17:27:03,2025-04-23 17:27:03,38.0,365.05263157894734
44,No,0,489,1,23,3,3,1,132,2,1,67,3,2,2,2,1,2042,25043,4,0,0,12,3,3,80,1,17,3,4,3,2,1,2,Bachelor,Medium,High,Medium,Excellent,High,Best,a4abf9e6-ec97-47be-b06a-161d5ed97ead,2025-04-23 17:27:03,2025-04-23 17:27:03,3.4,510.5
37,Yes,2,807,0,6,4,0,1,133,3,1,63,3,1,1,1,0,2073,23648,4,0,1,22,4,4,80,0,7,3,3,3,2,0,2,Master,High,High,Low,Outstanding,Very High,Better,44966bbc-de14-4f24-9a7c-34291aac312f,2025-04-23 17:27:03,2025-04-23 17:27:03,1.4,518.25
32,No,2,827,1,1,1,1,1,134,4,1,71,3,1,6,1,2,2956,15178,1,0,0,13,3,4,80,0,1,2,3,1,0,0,0,Below College,Very High,High,Low,Excellent,Very High,Better,21474a88-5e9b-41a6-b550-f2fa032f8853,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1478.0
20,Yes,1,871,1,6,3,1,1,137,4,0,66,2,1,2,4,2,2926,19783,1,0,1,18,3,2,80,0,1,5,3,1,0,1,0,Bachelor,Very High,Medium,Very High,Excellent,Medium,Better,94cfb319-16b8-4a9e-adee-78dae12321bd,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1463.0
34,No,2,665,1,6,4,4,1,138,1,0,41,3,2,6,3,2,4809,12482,1,0,0,14,3,3,80,0,16,3,3,16,13,2,10,Master,Low,High,High,Excellent,High,Better,cf28dec7-bb08-4ee9-896e-72b1e27f27f2,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,282.88235294117646
37,No,0,1040,1,2,2,1,1,139,3,1,100,2,2,0,4,0,5163,15850,5,0,0,14,3,4,80,1,17,2,4,1,0,0,0,College,High,Medium,Very High,Excellent,Very High,Best,71367bfe-fa8d-4a53-bdbd-5593291cda53,2025-04-23 17:27:03,2025-04-23 17:27:03,2.8333333333333335,2581.5
59,No,0,1420,0,2,4,0,1,140,3,0,32,2,5,3,4,1,18844,21922,9,0,0,21,4,4,80,1,30,3,3,3,2,2,2,Master,High,Medium,Very High,Outstanding,Very High,Better,32a489c7-f9b8-4f19-845f-a4a2f215b61c,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,4711.0
50,No,1,1115,1,1,3,1,1,141,1,0,73,3,5,5,2,1,18172,9755,3,0,1,19,3,1,80,0,28,1,2,8,3,0,7,Bachelor,Low,High,Medium,Excellent,Low,Good,9a09174d-a76f-43f4-b969-df14309006f5,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,2019.111111111111
25,Yes,2,240,2,5,3,2,1,142,3,1,46,2,2,7,3,2,5744,26959,1,0,1,11,3,4,80,0,6,1,3,6,4,0,3,Bachelor,High,Medium,High,Excellent,Very High,Better,bc9d06f3-9e28-4744-9ce4-d4273c6bf157,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,820.5714285714286
25,No,2,1280,1,7,1,3,1,143,4,1,64,2,1,6,4,1,2889,26897,1,0,0,11,3,3,80,2,2,2,3,2,2,2,1,Below College,Very High,Medium,Very High,Excellent,High,Better,a55f926f-5f98-4ea9-a9b6-b0d0dfe2d578,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,963.0
22,No,2,534,1,15,3,3,1,144,2,0,59,3,1,2,4,2,2871,23785,1,0,0,15,3,3,80,0,1,5,3,0,0,0,0,Bachelor,Medium,High,Very High,Excellent,High,Better,bddb02d4-c0ef-4cf5-8568-a571d731fdec,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,2871.0
51,No,1,1456,1,1,4,3,1,145,1,0,30,2,3,0,1,2,7484,25796,3,0,0,20,4,3,80,0,23,1,2,13,12,12,8,Master,Low,Medium,Low,Outstanding,High,Good,6fd65f56-56e4-45f0-8d3a-2c34af1c64bc,2025-04-23 17:27:03,2025-04-23 17:27:03,5.75,534.5714285714286
34,Yes,1,658,1,7,3,1,1,147,1,1,66,1,2,2,3,2,6074,22887,1,0,1,24,4,4,80,0,9,3,3,9,7,0,6,Bachelor,Low,Low,High,Outstanding,Very High,Better,7af866a5-a146-451c-a3de-d207e00917e3,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,607.4
54,No,0,142,0,26,3,0,1,148,4,0,30,4,4,3,4,2,17328,13871,2,0,1,12,3,3,80,0,23,3,3,5,3,4,4,Bachelor,Very High,Very High,Very High,Excellent,High,Better,4451beeb-99c7-4c4e-9c5b-2f5d1df9955e,2025-04-23 17:27:03,2025-04-23 17:27:03,7.666666666666667,2888.0
24,No,2,1127,1,18,1,1,1,150,2,1,52,3,1,2,3,1,2774,13257,0,0,0,12,3,3,80,1,6,2,3,5,3,1,2,Below College,Medium,High,High,Excellent,High,Better,bfc79c85-4f53-4d91-8379-73df0fc5fd46,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,462.3333333333333
34,No,2,1031,1,6,4,1,1,151,3,0,45,2,2,6,2,0,4505,15000,6,0,0,15,3,3,80,1,12,3,3,1,0,0,0,Master,High,Medium,Medium,Excellent,High,Better,b793523c-1090-4ca7-821b-27a2456f22fc,2025-04-23 17:27:03,2025-04-23 17:27:03,1.7142857142857142,2252.5
37,No,2,1189,2,3,3,1,1,152,3,1,87,3,3,7,4,2,7428,14506,2,0,0,12,3,1,80,0,12,3,3,5,3,1,3,Bachelor,High,High,Very High,Excellent,Low,Better,415111e1-2edf-46a8-ad1d-0937b89bb245,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,1238.0
34,No,2,1354,1,5,3,3,1,153,3,0,45,2,3,3,1,2,11631,5615,2,0,0,12,3,4,80,0,14,6,3,11,10,5,8,Bachelor,High,Medium,Low,Excellent,Very High,Better,c119a33a-5371-42f2-88d1-3935e204d593,2025-04-23 17:27:03,2025-04-23 17:27:03,4.666666666666667,969.25
36,No,1,1467,2,11,2,5,1,154,2,0,92,3,3,7,4,1,9738,22952,0,0,0,14,3,3,80,1,10,6,3,9,7,2,8,College,Medium,High,Very High,Excellent,High,Better,62b5ba54-4f24-4316-8f1a-3f37943e2f9d,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,973.8
36,No,2,922,1,3,2,1,1,155,1,0,39,3,1,2,4,0,2835,2561,5,0,0,22,4,1,80,1,7,2,3,1,0,0,0,College,Low,High,Very High,Outstanding,Low,Better,23af529d-f2af-4928-ae3b-80bf31865c8c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.1666666666666667,1417.5
43,No,1,394,2,26,2,1,1,158,3,1,92,3,4,3,4,1,16959,19494,1,0,1,12,3,4,80,2,25,3,4,25,12,4,12,College,High,High,Very High,Excellent,Very High,Best,bd974d2e-3110-4cf0-9653-add5c52b8423,2025-04-23 17:27:03,2025-04-23 17:27:03,12.5,652.2692307692307
30,No,1,1312,1,23,3,1,1,159,1,1,96,1,1,6,3,0,2613,22310,1,0,0,25,4,3,80,3,10,2,2,10,7,0,9,Bachelor,Low,Low,High,Outstanding,High,Good,b8d99068-bb36-44d2-98e2-47d9b1058490,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,237.54545454545453
33,No,0,750,2,22,2,2,1,160,3,1,95,3,2,7,2,1,6146,15480,0,0,0,13,3,1,80,1,8,2,4,7,7,0,7,College,High,High,Medium,Excellent,Low,Best,374c4fda-fdf8-4bff-a1f1-0418a1699989,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,768.25
56,Yes,2,441,1,14,4,1,1,161,2,0,72,3,1,6,2,1,4963,4510,9,0,1,18,3,1,80,3,7,2,3,5,4,4,3,Master,Medium,High,Medium,Excellent,Low,Better,844c5b05-8c95-48a4-b0fc-4efe5a067c6b,2025-04-23 17:27:03,2025-04-23 17:27:03,0.7,827.1666666666666
51,No,2,684,1,6,3,1,1,162,1,1,51,3,5,5,3,2,19537,6462,7,0,0,13,3,3,80,0,23,5,3,20,18,15,15,Bachelor,Low,High,High,Excellent,High,Better,e98d0d4b-93a9-4472-a253-004d1ad2b047,2025-04-23 17:27:03,2025-04-23 17:27:03,2.875,930.3333333333334
31,Yes,2,249,2,6,4,1,1,163,2,1,76,1,2,7,3,1,6172,20739,4,0,1,18,3,2,80,0,12,3,2,7,7,7,7,Master,Medium,Low,High,Excellent,Medium,Good,2a2ec44c-a7b9-47c4-86da-0e8807ebf175,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4,771.5
26,No,2,841,1,6,3,4,1,164,3,0,46,2,1,6,2,1,2368,23300,1,0,0,19,3,3,80,0,5,3,2,5,4,4,3,Bachelor,High,Medium,Medium,Excellent,High,Good,8f864406-ee55-4452-b97a-e463543bee1a,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,394.6666666666667
58,Yes,2,147,1,23,4,3,1,165,4,0,94,3,3,0,4,1,10312,3465,1,0,0,12,3,4,80,1,40,3,2,40,10,15,6,Master,Very High,High,Very High,Excellent,Very High,Good,9301e8f6-2e5a-45ec-865c-e7cd1d8f739f,2025-04-23 17:27:03,2025-04-23 17:27:03,20.0,251.5121951219512
19,Yes,2,528,2,22,1,2,1,167,4,1,50,3,1,8,3,2,1675,26820,1,0,1,19,3,4,80,0,0,2,2,0,0,0,0,Below College,Very High,High,High,Excellent,Very High,Good,88c7ec5c-759c-40df-8361-2a8550ccd08f,2025-04-23 17:27:03,2025-04-23 17:27:03,0.0,1675.0
22,No,2,594,1,2,1,5,1,169,3,1,100,3,1,2,4,1,2523,19299,0,0,0,14,3,3,80,1,3,2,3,2,1,2,1,Below College,High,High,Very High,Excellent,High,Better,b1c0875e-f32d-4bad-a76a-63585184b42a,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,841.0
49,No,2,470,1,20,4,3,1,170,3,0,96,3,2,4,1,1,6567,5549,1,0,0,14,3,3,80,0,16,2,2,15,11,5,11,Master,High,High,Low,Excellent,High,Good,e689011c-1283-4e0d-bc9d-bea68ab1fb58,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,410.4375
43,No,1,957,1,28,3,3,1,171,2,0,72,4,1,6,3,2,4739,16090,4,0,0,12,3,4,80,0,18,2,3,3,2,1,2,Bachelor,Medium,Very High,High,Excellent,Very High,Better,c7705a7e-c502-47c0-9998-f3d38904685c,2025-04-23 17:27:03,2025-04-23 17:27:03,3.6,1184.75
50,No,1,809,2,12,3,2,1,174,3,0,77,3,3,7,4,2,9208,6645,4,0,0,11,3,4,80,0,16,3,3,2,2,2,1,Bachelor,High,High,Very High,Excellent,Very High,Better,7267a7d1-a6ee-4905-824a-60421ec5f358,2025-04-23 17:27:03,2025-04-23 17:27:03,3.2,3069.3333333333335
31,Yes,2,542,2,20,3,1,1,175,2,0,71,1,2,7,3,1,4559,24788,3,0,1,11,3,3,80,1,4,2,3,2,2,2,2,Bachelor,Medium,Low,High,Excellent,High,Better,cde551b8-33d5-4f46-9d88-009be01f7d43,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,1519.6666666666667
41,No,2,802,2,9,1,1,1,176,3,1,96,3,3,7,3,0,8189,21196,3,0,1,13,3,3,80,1,12,2,3,9,7,0,7,Below College,High,High,High,Excellent,High,Better,0302aaac-90d9-4985-8ce8-0d52838ef0e6,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,818.9
26,No,2,1355,0,25,1,1,1,177,3,0,61,3,1,1,3,1,2942,8916,1,0,0,23,4,4,80,1,8,3,3,8,7,5,7,Below College,High,High,High,Outstanding,Very High,Better,e1642b5a-743d-454d-8a62-76b58749efed,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,326.8888888888889
36,No,2,216,1,6,2,3,1,178,2,1,84,3,2,4,2,0,4941,2819,6,0,0,20,4,4,80,2,7,0,3,3,2,0,1,College,Medium,High,Medium,Outstanding,Very High,Better,c95bdcbb-a2ec-42df-bfbf-a59bcc670d7e,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,1235.25
51,Yes,1,1150,1,8,4,1,1,179,1,1,53,1,3,4,4,2,10650,25150,2,0,0,15,3,4,80,0,18,2,3,4,2,0,3,Master,Low,Low,Very High,Excellent,Very High,Better,f4ac747e-89d9-474f-9132-6ef61787a7bd,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,2130.0
39,No,2,1329,2,4,4,1,1,182,4,0,47,2,2,7,3,1,5902,14590,4,0,0,14,3,3,80,1,17,1,4,15,11,5,9,Master,Very High,Medium,High,Excellent,High,Best,1c3146e8-57b8-4bbc-a047-e3dbc48dd079,2025-04-23 17:27:03,2025-04-23 17:27:03,3.4,368.875
25,No,2,959,2,28,3,1,1,183,1,1,41,2,2,7,3,1,8639,24835,2,0,0,18,3,4,80,0,6,3,3,2,2,2,2,Bachelor,Low,Medium,High,Excellent,Very High,Better,ff7335af-0ce3-4b3e-af3e-75f08be38a43,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,2879.6666666666665
30,No,2,1240,0,9,3,0,1,184,3,1,48,3,2,1,4,1,6347,13982,0,0,1,19,3,4,80,0,12,2,1,11,9,4,7,Bachelor,High,High,Very High,Excellent,Very High,Bad,01b61165-90d1-4b2b-9604-e75cb894f5de,2025-04-23 17:27:03,2025-04-23 17:27:03,12.0,528.9166666666666
32,Yes,2,1033,1,9,3,3,1,190,1,0,41,3,1,2,1,2,4200,10224,7,0,0,22,4,1,80,0,10,2,4,5,4,0,4,Bachelor,Low,High,Low,Outstanding,Low,Best,f70c5bab-f3b5-4374-a54a-e4c545e4015c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.25,700.0
45,No,2,1316,1,29,3,3,1,192,3,1,83,3,1,6,4,2,3452,9752,5,0,0,13,3,2,80,0,9,2,2,6,5,0,3,Bachelor,High,High,Very High,Excellent,Medium,Good,fcf735a4-3856-4297-937e-a03aff3d63d5,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,493.14285714285717
38,No,2,364,1,3,5,5,1,193,4,0,32,3,2,6,3,2,4317,2302,3,0,1,20,4,2,80,0,19,2,3,3,2,2,2,Doctor,Very High,High,High,Outstanding,Medium,Better,194cc61a-90f4-4ca3-b863-e21127628f8f,2025-04-23 17:27:03,2025-04-23 17:27:03,4.75,1079.25
30,No,2,438,1,18,3,1,1,194,1,0,75,3,1,6,3,2,2632,23910,1,0,0,14,3,3,80,0,5,4,2,5,4,0,4,Bachelor,Low,High,High,Excellent,High,Good,56450100-6773-4528-ab56-60859587a0bd,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,438.6666666666667
32,No,1,689,2,9,2,3,1,195,4,1,35,1,2,7,4,0,4668,22812,0,0,0,17,3,4,80,3,9,2,4,8,7,0,7,College,Very High,Low,Very High,Excellent,Very High,Best,3cfe8255-c2b1-4c10-9a75-6f0fb66216d6,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,518.6666666666666
30,No,2,201,1,5,3,5,1,197,4,0,84,3,1,6,1,0,3204,10415,5,0,0,14,3,4,80,1,8,3,3,3,2,2,2,Bachelor,Very High,High,Low,Excellent,Very High,Better,a13f66ed-fd26-4d49-b853-d66546b990bf,2025-04-23 17:27:03,2025-04-23 17:27:03,1.3333333333333333,801.0
30,No,2,1427,1,2,1,3,1,198,2,1,35,2,1,2,4,2,2720,11162,0,0,0,13,3,4,80,0,6,3,3,5,3,1,2,Below College,Medium,Medium,Very High,Excellent,Very High,Better,e4494460-8a2c-426f-a6b5-c376420e95e3,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,453.3333333333333
41,No,1,857,1,10,3,1,1,199,4,1,91,2,4,3,1,0,17181,12888,4,0,0,13,3,2,80,1,21,2,2,7,6,7,7,Bachelor,Very High,Medium,Low,Excellent,Medium,Good,d0ada50a-8578-4449-a7fe-d3843e4da67b,2025-04-23 17:27:03,2025-04-23 17:27:03,4.2,2147.625
41,No,2,933,1,9,4,1,1,200,3,1,94,3,1,2,1,1,2238,6961,2,0,0,21,4,4,80,1,7,2,3,5,0,1,4,Master,High,High,Low,Outstanding,Very High,Better,8b8195ba-c2de-4fd2-b18d-c5120fcdcf29,2025-04-23 17:27:03,2025-04-23 17:27:03,2.3333333333333335,373.0
19,No,2,1181,1,3,1,3,1,201,2,0,79,3,1,2,2,2,1483,16102,1,0,0,14,3,4,80,0,1,3,3,1,0,0,0,Below College,Medium,High,Medium,Excellent,Very High,Better,0deeeca9-fa3a-4ee4-8911-61de5b5f9a33,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,741.5
40,No,1,1395,1,26,3,3,1,202,2,0,54,3,2,6,2,0,5605,8504,1,0,0,11,3,1,80,1,20,2,3,20,7,2,13,Bachelor,Medium,High,Medium,Excellent,Low,Better,2c106f48-d1d7-4de0-bac9-e2ba4e3ea86a,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,266.9047619047619
35,No,2,662,2,1,5,2,1,204,3,1,94,3,3,7,2,1,7295,11439,1,0,0,13,3,1,80,2,10,3,3,10,8,0,6,Doctor,High,High,Medium,Excellent,Low,Better,f19b94bc-5c22-4ebe-9c23-cc50e475b3c0,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,663.1818181818181
53,No,2,1436,2,6,2,2,1,205,2,1,34,3,2,8,3,1,2306,16047,2,0,1,20,4,4,80,1,13,3,1,7,7,4,5,College,Medium,High,High,Outstanding,Very High,Bad,e32a28b9-e6cf-4900-9772-8446a46cc82a,2025-04-23 17:27:03,2025-04-23 17:27:03,4.333333333333333,288.25
45,No,2,194,1,9,3,1,1,206,2,1,60,3,2,2,2,0,2348,10901,8,0,0,18,3,3,80,1,20,2,1,17,9,0,15,Bachelor,Medium,High,Medium,Excellent,High,Bad,515ee7b0-fd94-4000-9883-c6be79cef83b,2025-04-23 17:27:03,2025-04-23 17:27:03,2.2222222222222223,130.44444444444446
32,No,1,967,2,8,3,2,1,207,2,0,43,3,3,7,4,2,8998,15589,1,0,0,14,3,4,80,0,9,2,3,9,8,3,7,Bachelor,Medium,High,Very High,Excellent,Very High,Better,e6710eac-b3cc-4767-a83c-3c2e81607352,2025-04-23 17:27:03,2025-04-23 17:27:03,4.5,899.8
29,No,0,1496,1,1,1,5,1,208,4,1,41,3,2,4,3,1,4319,26283,1,0,0,13,3,1,80,1,10,1,3,10,7,0,9,Below College,Very High,High,High,Excellent,Low,Better,9c181804-e4f5-4642-ac7f-b8d796c0f6a5,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,392.6363636363636
51,No,2,1169,1,7,4,3,1,211,2,1,34,2,2,4,3,1,6132,13983,2,0,0,17,3,3,80,0,10,2,3,1,0,0,0,Master,Medium,Medium,High,Excellent,High,Better,2a9b699f-3a93-46ba-966f-23282ef166a8,2025-04-23 17:27:03,2025-04-23 17:27:03,3.3333333333333335,3066.0
58,No,2,1145,1,9,3,3,1,214,2,0,75,2,1,6,2,1,3346,11873,4,0,1,20,4,2,80,1,9,3,2,1,0,0,0,Bachelor,Medium,Medium,Medium,Outstanding,Medium,Good,e9743cf6-d5bd-46de-bbd0-c5ea321e273f,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8,1673.0
40,No,2,630,2,4,4,2,1,215,3,1,67,2,3,7,4,1,10855,8552,7,0,0,11,3,1,80,1,15,2,2,12,11,2,11,Master,High,Medium,Very High,Excellent,Low,Good,472eebe0-8cea-44bb-b9c4-c3e339ee204c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.875,835.0
34,No,1,303,2,2,4,2,1,216,3,0,75,3,1,8,3,1,2231,11314,6,0,0,18,3,4,80,1,6,3,3,4,3,1,2,Master,High,High,High,Excellent,Very High,Better,575bf240-8180-4c67-b2b9-1f070a7249a4,2025-04-23 17:27:03,2025-04-23 17:27:03,0.8571428571428571,446.2
22,No,2,1256,1,19,1,3,1,217,3,1,80,3,1,6,4,1,2323,11992,1,0,0,24,4,1,80,2,2,6,3,2,2,2,2,Below College,High,High,Very High,Outstanding,Low,Better,bd6b2b4f-ecbe-49d2-9559-345a5f43574e,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,774.3333333333334
27,No,0,691,1,9,3,3,1,218,4,1,57,3,1,6,2,0,2024,5970,6,0,0,18,3,4,80,1,6,1,1,2,2,2,2,Bachelor,Very High,High,Medium,Excellent,Very High,Bad,1352feb8-d7d6-4381-b559-b582fc69c107,2025-04-23 17:27:03,2025-04-23 17:27:03,0.8571428571428571,674.6666666666666
28,No,2,440,1,21,3,3,1,221,3,1,42,3,1,6,4,1,2713,6672,1,0,0,11,3,3,80,1,5,2,1,5,2,0,2,Bachelor,High,High,Very High,Excellent,High,Bad,5ac8aa6b-f4b8-4e71-a236-b276132b79f2,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,452.1666666666667
57,No,2,334,1,24,2,1,1,223,3,1,83,4,3,0,4,0,9439,23402,3,0,1,16,3,2,80,1,12,2,1,5,3,1,4,College,High,Very High,Very High,Excellent,Medium,Bad,bdacac34-4db1-445c-bec1-0c38d0a6807f,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,1573.1666666666667
27,No,0,1450,1,3,3,3,1,224,3,1,79,2,1,6,3,0,2566,25326,1,0,1,15,3,4,80,1,1,2,2,1,1,0,1,Bachelor,High,Medium,High,Excellent,Very High,Good,47deffb4-f8c8-4faf-8ccd-3b782d231552,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1283.0
